Student Name,College / University Name,Degree,Specialization,Graduation Year,Location,Skills,Certifications,Internship Experience,LinkedIn Profile URL
Pooja Mishra,IIM Calcutta,MBA,Operations & Supply Chain,2024,"Hyderabad, Telangana","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Financial Analyst Intern at KPMG (6 Months),https://www.linkedin.com/in/pooja-mishra-500
Ananya Chawla,IIM Ahmedabad,BBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",NCFM Certification,Financial Analyst Intern at Deloitte (4 Months),https://www.linkedin.com/in/ananya-chawla-390
Siddharth Sharma,IIM Calcutta,BBA,Marketing,2024,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,HR Generalist Intern at Flipkart (6 Months),https://www.linkedin.com/in/siddharth-sharma-800
Vikram Nair,IIM Calcutta,MBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),Operations Consultant Intern at PwC (5 Months),https://www.linkedin.com/in/vikram-nair-491
Rohan Mishra,Shaheed Sukhdev College of Business Studies,MBA,Management Consulting,2024,"Hyderabad, Telangana","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Operations Consultant Intern at HDFC Bank (3 Months),https://www.linkedin.com/in/rohan-mishra-291
Sneha Patel,XLRI Jamshedpur,MBA,Business Analytics,2026,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,Business Analyst Intern at Deloitte (2 Months),https://www.linkedin.com/in/sneha-patel-691
Riya Sen,SPJIMR Mumbai,BBA,Data Analytics,2027,"Mumbai, Maharashtra","SQL, Excel, Tableau, Data Cleaning, Python",Google Data Analytics Professional,HR Generalist Intern at EY (5 Months),https://www.linkedin.com/in/riya-sen-301
Gaurav Joshi,Shaheed Sukhdev College of Business Studies,MBA,Marketing,2026,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Marketing Intern at Reliance Industries (2 Months),https://www.linkedin.com/in/gaurav-joshi-907
Ananya Mishra,Shaheed Sukhdev College of Business Studies,MBA,Marketing,2026,"Chennai, Tamil Nadu","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,Business Analyst Intern at Amazon (6 Months),https://www.linkedin.com/in/ananya-mishra-666
Amit Joshi,Symbiosis International University,MBA,Marketing,2026,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,HR Generalist Intern at PwC (3 Months),https://www.linkedin.com/in/amit-joshi-908
Rohan Gupta,SPJIMR Mumbai,MBA,Business Analytics,2024,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Microsoft Certified: Power BI Data Analyst,HR Generalist Intern at Tata Consultancy Services (3 Months),https://www.linkedin.com/in/rohan-gupta-216
Arjun Patel,NMIMS Mumbai,MBA,Business Analytics,2024,"Bengaluru, Karnataka","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,Financial Analyst Intern at Amazon (2 Months),https://www.linkedin.com/in/arjun-patel-495
Ananya Joshi,IIM Bangalore,BBA,General Management,2027,Delhi NCR,"Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,None,https://www.linkedin.com/in/ananya-joshi-583
Siddharth Singh,SPJIMR Mumbai,MBA,Finance,2027,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),HR Generalist Intern at ICICI Bank (5 Months),https://www.linkedin.com/in/siddharth-singh-655
Riya Singh,Christ University,BBA,Digital Marketing,2024,"Hyderabad, Telangana","Social Media Marketing, Google Ads, Content Strategy, Copywriting",Google Project Management Certificate,Operations Consultant Intern at EY (4 Months),https://www.linkedin.com/in/riya-singh-331
Diya Verma,FMS Delhi,MBA,Human Resources,2026,Delhi NCR,"Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,HR Generalist Intern at ICICI Bank (3 Months),https://www.linkedin.com/in/diya-verma-189
Meera Chawla,IIM Calcutta,MBA,Operations & Supply Chain,2024,"Pune, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Marketing Intern at Tata Consultancy Services (2 Months),https://www.linkedin.com/in/meera-chawla-529
Rahul Patel,IIM Bangalore,MBA,Finance,2027,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,HR Generalist Intern at ICICI Bank (5 Months),https://www.linkedin.com/in/rahul-patel-613
Riya Singh,SPJIMR Mumbai,MBA,Business Analytics,2027,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,None,https://www.linkedin.com/in/riya-singh-132
Gaurav Kapoor,Symbiosis International University,MBA,Marketing,2026,"Chennai, Tamil Nadu","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Financial Analyst Intern at EY (2 Months),https://www.linkedin.com/in/gaurav-kapoor-503
Diya Chawla,Shaheed Sukhdev College of Business Studies,MBA,Management Consulting,2027,"Chennai, Tamil Nadu","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Business Analyst Intern at HDFC Bank (2 Months),https://www.linkedin.com/in/diya-chawla-317
Amit Chawla,Christ University,MBA,Human Resources,2026,"Chennai, Tamil Nadu","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",Google Project Management Certificate,None,https://www.linkedin.com/in/amit-chawla-611
Kriti Mehta,IIM Calcutta,MBA,Management Consulting,2025,"Mumbai, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,None,https://www.linkedin.com/in/kriti-mehta-341
Rahul Kapoor,XLRI Jamshedpur,MBA,Finance,2024,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",NCFM Certification,Marketing Intern at PwC (5 Months),https://www.linkedin.com/in/rahul-kapoor-117
Diya Sen,IIM Ahmedabad,MBA,Business Analytics,2026,"Mumbai, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,None,https://www.linkedin.com/in/diya-sen-435
Aarav Gupta,Christ University,BBA,Digital Marketing,2026,"Chennai, Tamil Nadu","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,Operations Consultant Intern at KPMG (2 Months),https://www.linkedin.com/in/aarav-gupta-121
Siddharth Nair,Shaheed Sukhdev College of Business Studies,MBA,Marketing,2026,"Chennai, Tamil Nadu","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,Operations Consultant Intern at ICICI Bank (6 Months),https://www.linkedin.com/in/siddharth-nair-327
Rahul Nair,Christ University,MBA,Business Analytics,2024,"Mumbai, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,HR Generalist Intern at KPMG (2 Months),https://www.linkedin.com/in/rahul-nair-254
Rahul Patel,XLRI Jamshedpur,MBA,Finance,2026,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,None,https://www.linkedin.com/in/rahul-patel-879
Aarav Kapoor,IIM Bangalore,BBA,Digital Marketing,2026,Delhi NCR,"Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,HR Generalist Intern at PwC (6 Months),https://www.linkedin.com/in/aarav-kapoor-447
Rahul Mehta,IIM Calcutta,BBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),Business Analyst Intern at Deloitte (4 Months),https://www.linkedin.com/in/rahul-mehta-463
Aarav Patel,Delhi University,MBA,Business Analytics,2024,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,None,https://www.linkedin.com/in/aarav-patel-740
Amit Reddy,SPJIMR Mumbai,MBA,Human Resources,2026,"Hyderabad, Telangana","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,Business Analyst Intern at Reliance Industries (3 Months),https://www.linkedin.com/in/amit-reddy-728
Gaurav Mehta,FMS Delhi,BBA,Marketing,2025,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,None,https://www.linkedin.com/in/gaurav-mehta-445
Vikram Mehta,IIM Ahmedabad,MBA,Business Analytics,2024,"Bengaluru, Karnataka","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,Business Analyst Intern at KPMG (4 Months),https://www.linkedin.com/in/vikram-mehta-866
Sneha Joshi,FMS Delhi,BBA,General Management,2026,"Chennai, Tamil Nadu","Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,Financial Analyst Intern at Flipkart (2 Months),https://www.linkedin.com/in/sneha-joshi-564
Pooja Sen,IIM Ahmedabad,BBA,Finance,2026,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Business Analyst Intern at PwC (6 Months),https://www.linkedin.com/in/pooja-sen-893
Ananya Patel,IIM Bangalore,MBA,Finance,2027,"Pune, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),Operations Consultant Intern at HDFC Bank (5 Months),https://www.linkedin.com/in/ananya-patel-302
Vikram Verma,IIM Calcutta,MBA,Human Resources,2024,"Chennai, Tamil Nadu","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",Google Project Management Certificate,Marketing Intern at EY (6 Months),https://www.linkedin.com/in/vikram-verma-913
Isha Mehta,FMS Delhi,MBA,Business Analytics,2027,"Hyderabad, Telangana","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,None,https://www.linkedin.com/in/isha-mehta-199
Diya Kapoor,IIM Bangalore,MBA,Human Resources,2024,"Mumbai, Maharashtra","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",Google Project Management Certificate,HR Generalist Intern at EY (3 Months),https://www.linkedin.com/in/diya-kapoor-815
Arjun Chawla,NMIMS Mumbai,MBA,Operations & Supply Chain,2027,"Chennai, Tamil Nadu","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",Google Project Management Certificate,Operations Consultant Intern at KPMG (3 Months),https://www.linkedin.com/in/arjun-chawla-707
Riya Nair,NMIMS Mumbai,MBA,Business Analytics,2027,"Bengaluru, Karnataka","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",SQL Advanced Certificate,HR Generalist Intern at Reliance Industries (5 Months),https://www.linkedin.com/in/riya-nair-168
Sneha Verma,Delhi University,BBA,Finance,2027,"Pune, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Operations Consultant Intern at PwC (4 Months),https://www.linkedin.com/in/sneha-verma-708
Isha Nair,SPJIMR Mumbai,MBA,Operations & Supply Chain,2024,"Hyderabad, Telangana","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",Google Project Management Certificate,HR Generalist Intern at Amazon (6 Months),https://www.linkedin.com/in/isha-nair-207
Riya Joshi,IIM Bangalore,BBA,Marketing,2026,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Business Analyst Intern at EY (4 Months),https://www.linkedin.com/in/riya-joshi-627
Arjun Mishra,IIM Ahmedabad,BBA,Finance,2025,Delhi NCR,"Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Marketing Intern at Flipkart (6 Months),https://www.linkedin.com/in/arjun-mishra-619
Aarav Sharma,Delhi University,BBA,Finance,2026,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),Operations Consultant Intern at Amazon (6 Months),https://www.linkedin.com/in/aarav-sharma-381
Arjun Sharma,Shaheed Sukhdev College of Business Studies,BBA,Marketing,2025,Delhi NCR,"Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,Financial Analyst Intern at KPMG (4 Months),https://www.linkedin.com/in/arjun-sharma-621
Amit Das,NMIMS Mumbai,MBA,Human Resources,2024,"Pune, Maharashtra","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,HR Generalist Intern at Amazon (3 Months),https://www.linkedin.com/in/amit-das-313
Tanvi Nair,Christ University,MBA,Operations & Supply Chain,2024,Delhi NCR,"Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Business Analyst Intern at KPMG (2 Months),https://www.linkedin.com/in/tanvi-nair-523
Kriti Mehta,XLRI Jamshedpur,MBA,Marketing,2025,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,HR Generalist Intern at Reliance Industries (4 Months),https://www.linkedin.com/in/kriti-mehta-531
Pooja Reddy,Shaheed Sukhdev College of Business Studies,MBA,Finance,2026,Delhi NCR,"Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,HR Generalist Intern at Reliance Industries (6 Months),https://www.linkedin.com/in/pooja-reddy-932
Meera Das,Symbiosis International University,BBA,Marketing,2027,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,None,https://www.linkedin.com/in/meera-das-808
Arjun Joshi,XLRI Jamshedpur,BBA,Digital Marketing,2026,"Bengaluru, Karnataka","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,Operations Consultant Intern at ICICI Bank (4 Months),https://www.linkedin.com/in/arjun-joshi-646
Sneha Sharma,IIM Calcutta,MBA,Marketing,2027,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,HR Generalist Intern at Flipkart (5 Months),https://www.linkedin.com/in/sneha-sharma-909
Gaurav Reddy,SPJIMR Mumbai,MBA,Management Consulting,2024,"Mumbai, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",Google Project Management Certificate,Marketing Intern at ICICI Bank (2 Months),https://www.linkedin.com/in/gaurav-reddy-582
Sneha Das,Christ University,BBA,Digital Marketing,2025,"Chennai, Tamil Nadu","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,Business Analyst Intern at KPMG (4 Months),https://www.linkedin.com/in/sneha-das-785
Aditya Reddy,FMS Delhi,MBA,Marketing,2027,Delhi NCR,"Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Financial Analyst Intern at KPMG (3 Months),https://www.linkedin.com/in/aditya-reddy-374
Gaurav Kapoor,XLRI Jamshedpur,BBA,Marketing,2027,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Marketing Intern at Tata Consultancy Services (4 Months),https://www.linkedin.com/in/gaurav-kapoor-418
Pooja Kapoor,IIM Ahmedabad,BBA,Finance,2024,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Business Analyst Intern at KPMG (5 Months),https://www.linkedin.com/in/pooja-kapoor-105
Rahul Patel,Shaheed Sukhdev College of Business Studies,BBA,Marketing,2026,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,None,https://www.linkedin.com/in/rahul-patel-835
Aarav Sen,IIM Calcutta,MBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Business Analyst Intern at Deloitte (3 Months),https://www.linkedin.com/in/aarav-sen-608
Aditya Das,Shaheed Sukhdev College of Business Studies,MBA,Operations & Supply Chain,2025,"Chennai, Tamil Nadu","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,HR Generalist Intern at Tata Consultancy Services (3 Months),https://www.linkedin.com/in/aditya-das-670
Sneha Das,Delhi University,MBA,Management Consulting,2027,"Mumbai, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Financial Analyst Intern at PwC (3 Months),https://www.linkedin.com/in/sneha-das-258
